,business_id,state,postal_code,is_open,categories
1843,cbbidA4huw2XQQWlmbUQgw,AZ,85282,1,"Restaurants, Mexican"
1844,kplbTXzOaUJqP2BwanoYjw,AZ,85032,0,"Bakeries, Italian, Food, Restaurants, Pizza"
1845,3yymiTfNro2fmv6FedUW3w,NC,28204,1,"Restaurants, Mexican, Tex-Mex, Fast Food"
1846,K8iNH0OEhS7vZLVyuO1v4A,OH,44321,1,"Steakhouses, Restaurants, Japanese"
1847,SvoIBKec8s1kOARX_3EKXw,AZ,85016,1,"Fast Food, Mexican, Restaurants, American (New)"
1848,RO8_riptsSLrFRNs08vObA,IL,61859,1,"Restaurants, American (New), Breakfast & Brunch"
1849,gbdAew4vA0Gt4IEXFOMEwg,NV,89052,1,"American (Traditional), Restaurants"
1850,waYydA213E6kkvmSMeNoCA,NV,89130,1,"Filipino, Restaurants, Food, Grocery"
1851,xTW5PkLEdMBs2f2W8RGy0g,AZ,85202,1,"Restaurants, Event Planning & Services, Italian, Food, Desserts, Venues & Event Spaces, Pizza, Buffets, Sandwiches"
1852,ZfiU0tULRlH_DasCpi9Sgg,PA,15068,1,"Diners, Breakfast & Brunch, American (Traditional), Restaurants"
1853,IvTpZowBC7_4N5xTXsaQpA,NC,28210,1,"Sandwiches, Fast Food, Chicken Wings, Restaurants, Pizza"
1854,2ktZ89dpmOAhBcECa6Ml2g,PA,15668,1,"Restaurants, Food, Donuts, Coffee & Tea"
1855,TdjydrOFUSMUsTKdlXW6aQ,AZ,85004,1,"Restaurants, Chinese"
1856,sCLXU9ehXMNsodcZqXKNZA,OH,44060,1,"Restaurants, Chinese"
1857,zL7ur9zT-WIUTHJrrh_xSg,NC,28052,1,"Burgers, Restaurants, Sandwiches, Fast Food, American (New)"
1858,M9xBz7QSw1rV0glDmP5k1A,NC,28277,1,"Restaurants, Pizza"
1859,2THWm-2RT0MtkH-BKN6-FQ,AZ,85339,1,"Fast Food, Restaurants, Ice Cream & Frozen Yogurt, Food, Burgers"
1860,sxqn8ZC_sRTmnhFmrNgGrg,PA,15317,0,"Cafes, Caterers, Breakfast & Brunch, Restaurants, Event Planning & Services"
1861,cFp-Kr831uIA3F6o5aeV2Q,IL,61820,0,"Food, Restaurants, Burgers"
1862,R139CFGp8mrBI-bYt14F2Q,PA,15144,0,"German, Restaurants"
1863,HOgLMfPB11zz7BsYkFSz0g,WI,53590,0,"American (Traditional), Restaurants, Steakhouses"
1864,FedVIzzA592Tchv3XnS18g,OH,44022,1,"Restaurants, Sandwiches, American (New), Desserts, Breakfast & Brunch, Food"
1865,VURmKrp7gjfCO1izrJ7JPg,OH,44035,1,"Salad, Comfort Food, Hotels & Travel, Burgers, Bed & Breakfast, Breakfast & Brunch, Restaurants, American (Traditional)"
1866,9pTewioF128zRmHKAYGYDQ,NV,89131,1,"Pizza, Restaurants"
1867,BxpWf0-aNxjpfdZcULR6vg,OH,44102,0,"Restaurants, Pizza"
1868,2uOUtyXYDr47V1Ka-ia0Ag,OH,44131,1,"American (Traditional), Restaurants, Nightlife, Burgers, Bars, Italian, Pizza"
1869,9GPTELAPPpT5vUxad9AoCw,NV,89119,1,"Restaurants, Bakeries, Food, Filipino"
1870,vQMcpsCYhkpJKvkity2VHA,NV,89030,1,"Burgers, Restaurants, Salad, Sandwiches"
1871,SmkGXa3XVZTXV04IcBkwLg,NV,89102,1,"Food Delivery Services, Sandwiches, Restaurants, Delis, Food, Fast Food"
1872,Ng0Ug0vnY_gxnHAe3Kbcaw,OH,44118,1,"Restaurants, Seafood"
1873,v0FdDAXvEYieRWcngbCe1Q,AZ,85027,1,"Restaurants, Mexican"
1874,wFbncfH1aRNhF9pleXU7wA,NC,28277,0,"Specialty Food, Sushi Bars, Restaurants, Food, Ethnic Food"
1875,7SBa8bkHyHV3ZqSxTOYiew,AZ,85255,1,"Golf, Active Life, Restaurants, Cafes"
1876,XFQbescZxNRAb2U-NwdLlg,AZ,85254,0,"Restaurants, American (Traditional)"
1877,w2_nR3p2XMWTP0J8GA_v_A,OH,44094,1,"Ice Cream & Frozen Yogurt, Food, Sandwiches, Italian, Pizza, Restaurants"
1878,5A_sjC9ULLt4UkDNtr9dkw,AZ,85018,1,"Cocktail Bars, Beer Bar, Nightlife, Gastropubs, Coffee & Tea, Food, Restaurants, Bars, Beer, Wine & Spirits"
1879,07gh-AImcEcWQ2bew-jprg,NV,89102,0,"Restaurants, Buffets, Barbeque, Korean"
1880,Eng53R4ZvchGfwtxjkyiGg,AZ,85215,0,"Specialty Food, Food, Pizza, Cafes, Breakfast & Brunch, Bars, Nightlife, Italian, Wine Bars, Restaurants"
1881,t9BPvhkUakhvr3TWDw-mXA,PA,15235,1,"Restaurants, Fast Food, Chicken Wings, Chicken Shop"
1882,Y92uJXOUOZn8JvZAffV5mA,NV,89136,0,"American (New), Restaurants"
1883,vUf4Zs8vaZy8-GU-Yi4H6A,OH,44017,0,"Restaurants, Fast Food, Ice Cream & Frozen Yogurt, Food"
1884,oKDgBUyIdiutzkIK8a9Zew,NC,28209,1,"Restaurants, Pizza, Chicken Wings, Italian"
1885,KMXZVBbd1WHE9AUe-D8vGg,PA,15106,0,"Wraps, Salad, Event Planning & Services, Cafes, Sandwiches, Caterers, Restaurants"
1886,yxLVwItd1Wnhy6SeUUcNYA,NC,28226,1,"American (Traditional), Bars, Nightlife, Gluten-Free, Comfort Food, Burgers, Food, Beer, Wine & Spirits, Sports Bars, Restaurants"
1887,3uHuoVXDAIoiHotGTHxcbg,NV,89109,0,"Nightlife, Pubs, Gastropubs, Bars, Restaurants"
1888,vtBtIV_23V95SwIDvj_OyA,NV,89149,0,"Bagels, Food, Bakeries, Delis, Donuts, Restaurants"
1889,Gmdb6fOoPr-SZt0soRjwzA,NC,28262,1,"Caribbean, Restaurants, Comfort Food, Seafood, Soup, Vegetarian, Breakfast & Brunch"
1890,3Bbx_AY9cN0v78YSunfiMA,AZ,85308,1,"Restaurants, Party & Event Planning, Shopping, Event Planning & Services, Gyms, Fitness & Instruction, Sporting Goods, Venues & Event Spaces, Active Life, Golf, Country Clubs, Arts & Entertainment"
1891,qOD5JYvGyH3si8sa0ypbKw,NV,89031,1,"Juice Bars & Smoothies, Food, Sandwiches, Restaurants, Breakfast & Brunch"
1892,hhvNx4W_9ZlXOe7OJ5sT5Q,NC,28052,0,"Sandwiches, Ice Cream & Frozen Yogurt, Burgers, Food, Restaurants, Hot Dogs"
1893,gNEmd4pLtN7tHITqyr76Bg,AZ,85339,1,"Italian, Restaurants, Chicken Wings, Pizza"
1894,vR5Hppx__U_VXObK8VPLOw,WI,53703,1,"Nightlife, Bars, American (New), Wine Bars, Cocktail Bars, Restaurants"
1895,EDXAuLL-tbnAA_PZRsnxGw,AZ,85374,1,"Salad, Soup, Food, Sandwiches, Restaurants, Bakeries, Breakfast & Brunch"
1896,m9idUZWCBQB_owyaSeO2dw,NV,89119,0,"Food, Mexican, Restaurants"
1897,yBTdIuZsQIbyZKn4i8n76A,OH,44120,1,"Sandwiches, Restaurants, Fast Food"
1898,uoUa8ugZLrly0bA268IqEg,WI,53711,1,"Breakfast & Brunch, Restaurants"
1899,Iye1RLS53c2uXjxWVjwTwA,OH,44256,1,"Restaurants, Pizza"
1900,RNNPV9xgTW7WxzTVf8NilA,AZ,85234,0,"Sandwiches, Donuts, Breakfast & Brunch, Juice Bars & Smoothies, Restaurants, Coffee & Tea, Food"
1901,WTluJrwTxVxZkXovV6cnnQ,PA,15237,1,"Restaurants, Chinese, Fast Food"
1902,eHhBGqQbDpCcSpz7SZPTbA,AZ,85308,0,"Chicken Wings, Italian, Salad, Pizza, Restaurants"
1903,u0_EMrcXuQW3zu39peNQzw,AZ,85253,1,"Sandwiches, Restaurants, Fast Food"
1904,hfgcYtGziLl5bGbc89BTkQ,NV,89121,1,"Mexican, Caterers, Tacos, Food, Street Vendors, Event Planning & Services, Food Stands, Restaurants"
1905,xwoM2Zc38DFKv3-8dCU8Pw,NV,89129,0,"Food, Pizza, Food Delivery Services, Restaurants"
1906,v4qyBRpTBvOO55M4IAqNNg,AZ,85395,1,"Restaurants, Sushi Bars, Asian Fusion, Japanese"
1907,Qm2datcYBPXrPATVGFJQfQ,NV,89110,0,"Mediterranean, Restaurants, Kebab, Pizza, Chicken Wings"
1908,oudIKQI8HjqJqiF9pnMmQw,NV,89014,1,"Sushi Bars, Japanese, Restaurants"
1909,x_BblTvFkQqM601Ad0kUDA,NC,28206,0,"Mexican, Restaurants, Latin American"
1910,2pOE6yvSNjJ7RNV5in_nLg,NC,28031,0,"Restaurants, Event Planning & Services, Caterers, Party & Event Planning, Greek"
1911,H4C7jAYs08IfrhoZbS9j5Q,AZ,85201,0,"Restaurants, Bars, Nightlife, Mexican, New Mexican Cuisine, Cocktail Bars"
1912,V11krhiPeyOnsUmhboP6_A,AZ,85251,1,"Local Services, American (Traditional), Bike Repair/Maintenance, Hotels & Travel, Cafes, Restaurants, Bed & Breakfast, French, Shopping, Venues & Event Spaces, Hotels, Event Planning & Services, Sporting Goods, Bikes"
1913,PtEjNgkWfLk5GTGa4hQfxQ,AZ,85015,1,"Breakfast & Brunch, Fast Food, Restaurants, Food, Donuts, Coffee & Tea"
1914,CE6nIZJVgxhpX7oL1cbrzg,AZ,85016,1,"Fast Food, Restaurants, Burgers"
1915,5Oh4E8lTlAHzs4hrjsLFOA,PA,15239,1,"Pizza, Restaurants"
1916,fHNWz_t5jM5MP8o19flX8w,NV,89147,1,"Food, Delis, Caterers, Event Planning & Services, Sandwiches, Restaurants"
1917,EGJb8zZPlAfRzj9rg2KwqQ,OH,44095,0,"Restaurants, Buffets, Chinese, Italian"
1918,BIuXMWuQIlC1ZlC3lTzy-w,NV,89146,1,"Japanese, Conveyor Belt Sushi, Sushi Bars, Restaurants, Asian Fusion, Buffets"
1919,9-yw7Dh6fMl-Wgnq0vD9sQ,NC,28277,1,"Restaurants, Coffee & Tea, Food"
1920,kPBJwCX3CW5ejO6jdMgTwQ,AZ,85282,1,"Vegetarian, Restaurants, Mediterranean, Greek"
1921,TUrQG_XfJA_kCOSN0oUbTQ,NV,89123,1,"Restaurants, Burgers"
1922,OJ8FKDGWI5jo0MwUv496AQ,OH,44118,1,"Restaurants, Mexican, Fast Food"
1923,2ggCa6Lfc3M2xtQwjwMPfg,OH,44107,1,"Sandwiches, Restaurants, Fast Food"
1924,Aveg0GSyXhU8tTlH5Ior-A,OH,44115,1,"American (Traditional), Bars, Breakfast & Brunch, Nightlife, Restaurants"
1925,FirWX-Ep5203TsdiGgShKg,AZ,85014,1,"Restaurants, Pubs, Beer, Wine & Spirits, Lounges, Nightlife, American (Traditional), American (New), Bars, Food, Breakfast & Brunch"
1926,I_WWH2vYccjz-QxW3u1zJA,AZ,85033,1,"Buffets, Chinese, Restaurants"
1927,ItqPtxnayraXSlBS0EMOgg,NV,89101,1,"Breakfast & Brunch, Cafes, Restaurants, Comfort Food, Food"
1928,V6Od7XYl_PznuG19DPfTAQ,NV,89149,1,"Fast Food, Chinese, Restaurants"
1929,LN0JGAl8Rr_r_5t_X8Kz6g,NV,89104,0,"Pizza, Steakhouses, Restaurants, Italian"
1930,Xs2iTWxbczvfEapAFH3cyw,AZ,85254,1,"Food, Restaurants, Specialty Food, Diners, Breakfast & Brunch"
1931,fwcJV_PI-u2EV-ni5G15ww,NC,28054,1,"Breakfast & Brunch, Burgers, American (Traditional), Restaurants, Southern"
1932,3nf-a84p8LC41_WAIvJPjg,NV,89109,1,"Restaurants, Pizza"
1933,t5DQeB3dORfNwx9otGUrSA,PA,15203,0,"Burgers, Wine Bars, Restaurants, Nightlife, American (Traditional), Cocktail Bars, Bars, Sports Bars"
1934,jxFYZlq8r_iNv4FWp4_nhQ,AZ,85350,1,"Mexican, Shaved Ice, Desserts, Food, Restaurants"
1935,zJGtD3y-pAIGNId4codEEg,AZ,85014,1,"Restaurants, Mexican, Breakfast & Brunch, Cafes"
1936,EXt8OOwNE2CjoShPgLNdlg,PA,15136,0,"Restaurants, Pizza, Italian"
1937,cSwEDCPtfN-t545eQyGhmQ,OH,44240,1,"Bars, American (Traditional), Nightlife, Restaurants, Sports Bars, Chicken Wings"
1938,nSzXBEElpXjgKWtWIvla8g,NC,28025,1,"Restaurants, Fast Food, Sandwiches"
1939,LQNrsH1ctqV256-v5v4jdQ,NV,89110,1,"Restaurants, Comfort Food, Waffles, Southern, Chicken Wings"
1940,9TO5Tl9SeFV-yldR2eZeBg,PA,15146,0,"Nightlife, Restaurants, Bars, Pizza, American (Traditional)"
1941,lg7C8UBkmnLh8SvdtFloag,NV,89014,1,"Venues & Event Spaces, Event Planning & Services, Steakhouses, Restaurants, Brazilian"
1942,85wgBNEBZSLFVo5kF8Q8rg,AZ,85256,1,"American (Traditional), Restaurants, Sandwiches, Breakfast & Brunch, Delis"
1943,_doekI31rRF3iLOZhbzVeg,OH,44111,1,"Mexican, Food, Juice Bars & Smoothies, Tacos, Desserts, Restaurants"
1944,tnvZOd2vNCLPQS1KEZxqog,AZ,85210,1,"Restaurants, Dim Sum, Chinese, Cantonese"
1945,jb0-JZMt-6Khsh-VwsDtLQ,AZ,85032,1,"Restaurants, Vegetarian, Indian, Gluten-Free"
1946,3FC8yzqzxaCxYKWqapz8eQ,NC,28110,1,"Restaurants, Sandwiches, Fast Food"
1947,jwoEWuiXruWHUSB8DeesKA,PA,15205,0,"Restaurants, Korean"
1948,AcjO26DmOhqWlfo2s5DUow,AZ,85029,1,"American (Traditional), Nightlife, Pubs, Bars, Restaurants"
1949,LpVNpw2-Bn9iHVON33auKw,AZ,85297,1,"Breakfast & Brunch, Hot Dogs, Mexican, Tex-Mex, Restaurants"
1950,iDuwJjTE5Sw_bb3aFSTBCg,PA,15222,1,"Restaurants, Sandwiches, Fast Food"
1951,Jp7DWno_5zAYtrpEkc0ylw,SC,29715,0,"Restaurants, Vegan, Vegetarian"
1952,6c4AW8WTpTA_xZYOrJx3Eg,AZ,85048,0,"Restaurants, Chicken Wings, Fast Food, Chicken Shop"
1953,Ksk5cLav4OtbUtpRGp5b4g,OH,44129,1,"Indian, Restaurants"
1954,gVTna38clthQRSd9doGYjg,WI,53718,1,"Sports Bars, American (Traditional), Food, Nightlife, Beer, Wine & Spirits, Bars, Restaurants, Karaoke"
1955,osJfovV0FGBDo4n7eD4-AQ,AZ,85023,0,"Sandwiches, Food Delivery Services, Specialty Food, Cafes, Burgers, Salad, Food, Restaurants"
1956,lf-knzhWrrzumHIEoBntxg,AZ,85051,0,"Food, Restaurants, Vietnamese"
1957,KWYZJbxBioJwsxJysdUG9g,PA,15642,1,"Food, Ice Cream & Frozen Yogurt, Restaurants, Fast Food"
1958,Vgdeb9wLsQ2HuK_JG1n8xw,OH,44123,1,"Home Services, Keys & Locksmiths, American (Traditional), Sports Bars, Bars, Sandwiches, Nightlife, Restaurants"
1959,Q9jOi1245KEyb-vehMUeFA,OH,44060,1,"Restaurants, Italian, Pizza"
1960,8NsYz9tzp8kOWOTBGrJyyA,NC,28120,1,"Coffee & Tea, Burgers, Food, Restaurants, Fast Food"
1961,Q-cV5tDErkUbUefrzDa7Aw,NV,89109,0,"Restaurants, Asian Fusion"
1962,5i5sLQPOkBAE5CoimgiK1g,NV,89149,1,"Golf, Restaurants, Active Life"
1963,-cV0WKirqWO2eeEFt0zeWg,OH,44092,1,"Sandwiches, Italian, Restaurants, Salad, Burgers"
1964,IMb5BpDLlSbr7yn19HhltA,AZ,85395,1,"Mexican, Restaurants, Cocktail Bars, Nightlife, Bars"
1965,9rmVrOEi4cG1IUBTZS02oQ,SC,29730,1,"Restaurants, Japanese, Sushi Bars, Seafood, Steakhouses"
1966,EVZumrOiqpMhvrscukkzBQ,IL,61853,1,"American (Traditional), Restaurants"
1967,G8WVrozcBBKZozhU7Gf6zA,NC,28203,1,"Steakhouses, Restaurants"
1968,xN-HyvdrZiWOWK4_sj6Evw,AZ,85395,1,"Burgers, Restaurants, Fast Food"
1969,5iVy1KRxAHo6ZG6U9B6DLg,WI,53704,0,"Sports Clubs, Active Life, Nightlife, Bars, Sports Bars, American (Traditional), Restaurants"
1970,yNPh5SO-7wr8HPpVCDPbXQ,AZ,85004,1,"American (New), Gastropubs, Seafood, American (Traditional), Steakhouses, Restaurants, Event Planning & Services, Venues & Event Spaces, Bars, Burgers, Nightlife"
1971,p-qvtajJfi19y3Oz-pa9_A,AZ,85260,1,"Mexican, Fast Food, Restaurants"
1972,D4xv7_wwYpZEZar4DwwYYQ,AZ,85016,1,"Restaurants, Food, Burgers"
1973,r6JuhqakByGOXdwii3Sa-w,PA,15038,1,"Burgers, Sandwiches, Nightlife, Bars, Restaurants, Beer, Wine & Spirits, Pubs, Food"
1974,wA0g8Mgbb8JiJcw3CftI2A,OH,44121,0,"Pizza, Restaurants"
1975,clmjilkPbjl3B5qRSHB1rQ,OH,44113,1,"Pretzels, Bakeries, Food, Fast Food, Restaurants"
1976,Jd4MFJT3N0i8SK-NEocsKQ,OH,44321,1,"Mexican, Restaurants"
1977,_JbuDLG7SFEtiCVDT1M0CQ,NV,89135,1,"Poke, Acai Bowls, Restaurants, Food, Juice Bars & Smoothies, Live/Raw Food"
1978,fN7ds9Dk4IfMsh4RT9x82w,AZ,85251,1,"Restaurants, Asian Fusion, Lounges, Sushi Bars, Chinese, Nightlife, Bars, Japanese"
1979,9o8HYFPMcoBFCXdsS0AvEg,AZ,85037,0,"Restaurants, Fast Food, Burgers, Hot Dogs"
1980,k3X6J0IE6xWMSBjrBG2ZGA,OH,44087,1,"Restaurants, Salad, Sandwiches, Food, Soup, Bakeries"
1981,PHJpAJUUzNOpKgsJgjzuww,OH,44060,1,"Restaurants, Fast Food, Burgers, Hot Dogs"
1982,-5L8zOxibac-vBrsYtxXbQ,NC,28203,1,"Nightlife, American (Traditional), Burgers, Bars, Restaurants, Sports Bars"
1983,2k01kgbLdNV9b19GrOqdNA,NV,89104,0,"Food, Desserts, Pizza, Restaurants, Food Delivery Services"
1984,TkN0yt3iWVbP4OdjsYchkg,NV,89015,1,"Restaurants, Salad, Food, Breakfast & Brunch, Coffee & Tea"
1985,6Pe0dldgxAdxPI5yt3SLQw,OH,44145,0,"Bars, Nightlife, American (Traditional), Restaurants"
1986,YoDLrSlxF-ofSvuJTK9fzw,AZ,85251,1,"Breakfast & Brunch, Food, Restaurants, Waffles, Coffee & Tea"
1987,2J0mx9CAcP01RpwQkdBcGw,WI,53562,1,"Restaurants, Fast Food, Tacos, Tex-Mex, Mexican"
1988,bH1S_yLmuqW1ZKKW6OIh-A,OH,44023,0,"Restaurants, Italian, Pizza"
1989,dBRMdGVzJ2mHtKuOqBS9lw,WI,53590,0,"Meat Shops, Specialty Food, Food, Restaurants, Delis"
1990,FxqSR54O6m_HtgD18W8ciw,AZ,85226,1,"Restaurants, Coffee & Tea, Food, Professional Services, Coffee Roasteries, Wholesalers"
1991,AUp7fTAH7PwxecdSO_iAhw,AZ,85226,1,"American (Traditional), Pizza, Salad, Restaurants, American (New)"
1992,7dnXdS-vLMqGogRmTUi76A,OH,44202,1,"Burgers, Restaurants, Coffee & Tea, Fast Food, Food"
1993,Y3RWEmu4ykuc2LvG3Qv9Ew,OH,44143,1,"Pizza, Restaurants"
1994,HjnQcjcw-e_SMk0ZyszTug,NV,89121,1,"Restaurants, Mexican, Latin American"
1995,8nDEOGVVvReXFJ2zjPh4Pw,NV,89122,1,"Diners, Restaurants, Breakfast & Brunch, American (Traditional)"
1996,thlAnPN1ApoNxSnok_fcvA,AZ,85308,1,"American (New), Restaurants, Breakfast & Brunch, Diners, American (Traditional), Burgers"
1997,2bOEUMiwhQ2VzkdcFhEgMw,NC,28216,1,"Food, Fast Food, Coffee & Tea, Restaurants, Burgers"
1998,DkttCY9pgiJfpPt7MrB2KA,NV,89102,0,"Bars, Restaurants, Filipino, American (New), Sports Bars, Greek, Wine Bars, Nightlife"
1999,ys5qyjxJ4p0IjhYrjOatVg,AZ,85375,0,"Cafes, Restaurants"
2000,Otu3vddHz3Lzw8dpwZ_p8g,NC,28262,0,"Restaurants, Lounges, Mexican, Bars, Nightlife, American (Traditional), Sports Bars"
2001,t6tGkwfyFKKyvzTHpy_png,OH,44035,1,"Chicken Shop, Chicken Wings, Fast Food, Restaurants"
2002,2lF1UsGcDpDpaI1lXgRX_g,AZ,85226,1,"Mexican, Mass Media, Restaurants, Tex-Mex"
2003,ehtDfDwcOBghAKAjgWlg4Q,PA,15237,1,"American (Traditional), Restaurants, Sports Bars, Nightlife, Bars"
2004,qk_hFNI0D3_7XnPRDyq0sg,AZ,85004,1,"Chicken Wings, American (Traditional), Sports Bars, Nightlife, Restaurants, Bars"
2005,lTr9GvnpS1vpCLb3nvnKJA,OH,44128,1,"Italian, Food, Restaurants"
2006,MiyJTpWv1_mQ5G0A-7L4kA,OH,44136,1,"Nightlife, Restaurants, Bars, Karaoke, Pubs, American (Traditional)"
2007,V1CvqpVdyc1XkbQRPJqLCA,AZ,85015,1,"Fast Food, Restaurants, Tex-Mex, Tacos, Mexican"
2008,GsXmR2sfhxj1mH18pTwuPw,NV,89166,0,"Food, Food Trucks, Restaurants, Street Vendors, Barbeque, Specialty Food, Sandwiches"
2009,Gd2OE3FIWzv5boI99bM6Iw,NV,89141,1,"Soup, Restaurants, Sushi Bars, Japanese"
2010,fd6iX0qDBTX51IwFJjh1bw,NV,89119,0,"Taiwanese, Japanese, Coffee & Tea, Cafes, Juice Bars & Smoothies, Food, Restaurants"
2011,l_kefVF1frmC0xRW2YkvUA,NC,28202,1,"Nightlife, Bars, American (Traditional), Music Venues, Dance Clubs, Restaurants, Arts & Entertainment, Beer, Wine & Spirits, Cocktail Bars, Lounges, Food, Event Planning & Services, Sports Bars, Venues & Event Spaces"
2012,m7Pr86BWoqbSsLo4e0TERw,AZ,85374,0,"Japanese, Sushi Bars, Steakhouses, Restaurants"
2013,k_luboaCkZRUo5KL7phVvQ,NV,89178,1,"Nightlife, Beer Bar, Breakfast & Brunch, Restaurants, American (Traditional), Bars, Sports Bars, Pizza, Pubs"
2014,ZbHE1ZncONeH-q93GuVGdA,NV,89113,0,"Restaurants, Mexican, Fast Food"
2015,_287i8ZeEf0H1LiqPhyvBg,AZ,85023,1,"Restaurants, Chinese"
2016,QMpy9X4gqqqRY2QwG2kxVA,OH,44102,1,"Tapas/Small Plates, Restaurants, Cafes, Specialty Food, Mediterranean, International Grocery, Food, Imported Food"
2017,hQMyVVYkPl05i2ItdHmiGw,NC,28012,1,"Restaurants, Italian, Pizza"
2018,rWrx9B1L0jCQm-uUmznBVQ,NV,89108,1,"Mexican, Restaurants"
2019,Ns4tjgLfqR1qawGlNFROBA,AZ,85204,0,"Asian Fusion, Fast Food, Chinese, Restaurants, Dim Sum"
2020,4noRilkKlHiWf_OrqNL3HQ,OH,44012,1,"Coffee & Tea, Coffee Roasteries, Food, Sandwiches, Restaurants, Breakfast & Brunch"
2021,TqUFwP0mQJBPFHql0tLVsQ,PA,15234,1,"Greek, Restaurants"
2022,9bHywYi5Kf4QUkRE8ALCDQ,AZ,85234,0,"Chinese, Restaurants, Caterers, Event Planning & Services"
2023,jppxrDQLXr4Nk8cV7IGlcw,PA,15222,0,"Restaurants, Mexican, Food, Salad, Desserts"
2024,c8DO25hR5lNWOwQmz1hhpQ,AZ,85202,1,"Pizza, Restaurants, Chicken Wings, Sandwiches"
2025,5AajNPuScRYr_pM6QJYb6w,AZ,85204,1,"Fast Food, Restaurants, Tacos, Tex-Mex, Mexican"
2026,Vi7-lSD8kbxjvtX44vWWWw,NC,28213,1,"Ice Cream & Frozen Yogurt, Food, Chicken Wings, Food Trucks, Restaurants, Hot Dogs, Food Stands"
2027,SsJAn_JvZC4cbAg_eHUGpw,NC,28210,1,"Restaurants, Fast Food, Greek, American (Traditional)"
2028,Q5eG4DdvqteX_hE3sbdgtA,AZ,85032,1,"Thai, Restaurants"
2029,M7N_LeUEcQTfzaeCgJL5mg,AZ,85251,0,"Mexican, Bars, Nightlife, Restaurants, Food"
2030,UY1BHeeb1oE0-uk0EKqaGg,AZ,85044,0,"Fast Food, Burgers, Restaurants, Food"
2031,f4vb5tv60WaBcwzRhKpANA,NV,89128,1,"Breakfast & Brunch, Sandwiches, Restaurants, French"
2032,BgIIbIvVRk9vG-jt8KAenw,WI,53719,1,"Restaurants, Nightlife, Music Venues, Arts & Entertainment, Bars, American (Traditional), Pubs"
2033,xVP6vpI-LGJ4Y61gIb4LQA,AZ,85304,1,"Restaurants, Chinese"
2034,alfg8YykqggAUbeyd2nzmw,PA,15106,1,"Nightlife, Bars, Breweries, American (Traditional), Food, Restaurants"
2035,ncEJaX_79zZGSS1NQNzu4A,NV,89141,1,"Restaurants, Burgers, Food, Fast Food, Coffee & Tea"
2036,BIMICEFM917JQwi5l4q6Gw,AZ,85374,1,"Restaurants, Chinese"
2037,v0TT3dcZ8OdTtaJEKxIcuA,AZ,85029,1,"Restaurants, Chicken Wings"
2038,gCQscFW3aVBNE-PehZ13ew,AZ,85212,1,"Nightlife, Bars, American (Traditional), Sports Bars, Restaurants"
2039,Zw9wEAk9L6oTZi63f4zVvA,AZ,85282,1,"Asian Fusion, Bars, Restaurants, Barbeque, Nightlife, Hot Pot"
2040,42DvUONuqa1mC1YbnZ0o0w,NC,28278,1,"Fast Food, Restaurants, Mexican, Tacos"
2041,-lrxtiCaTdCJ9h7uMndsUQ,AZ,85020,0,"Soul Food, Restaurants, American (New), Barbeque, Southern"
2042,jkvKT1iAz9HswDXDe6ZEag,NC,28210,0,"Breakfast & Brunch, Coffee & Tea, Restaurants, Desserts, Food"
2043,MFbTdZe4Aby_0UbWWsfl6Q,OH,44212,1,"Restaurants, Chinese"
2044,0yXgJmfOCvxbWM0FZ0YMmQ,SC,29708,0,"American (Traditional), Sports Bars, Restaurants, Nightlife, Bars, Pubs"
2045,pC35sHXZGuBrxo9iq_D4Ig,AZ,85206,0,"Mexican, Restaurants"
2046,SaTA8vxwlX-IYKRRRQbxFw,AZ,85027,0,"Restaurants, Chinese, Seafood"
2047,9g4p3tny291ANSAQKoDk4w,NC,28056,1,"Italian, Restaurants"
2048,pKk7jCFIm96qDdk0laVT2w,NV,89119,1,"Restaurants, Steakhouses, American (New), Burgers, Cheesesteaks"
2049,c0yPNU-BqS65u0vIKP7P0w,PA,15232,0,"Restaurants, American (New)"
2050,ZnXNlEMMiQER9mGSGv1NBA,OH,44102,1,"Arcades, Arts & Entertainment, Restaurants, Beer Bar, Bars, Asian Fusion, American (New), Nightlife, Cocktail Bars"
2051,afXMX5llxcMFzbaPaBBm6A,PA,15235,0,"Restaurants, Italian"
2052,xDFk4SbJiRXlUuuL1Ic6GA,NC,28104,0,"Izakaya, Japanese, Restaurants, Tapas/Small Plates, Ramen"
2053,jVXa8Qzn5BehtN2iEVJNHw,AZ,85017,1,"Mexican, Restaurants"
2054,7BZCwdpD9sEI12NczQWMPQ,AZ,85301,1,"Mexican, Pizza, Chicken Wings, Restaurants"
2055,m9n20UbuKvV6mLLMNhU8lg,AZ,85295,1,"Restaurants, Steakhouses"
2056,AAekuF59Qr84gAh18o9njg,NC,28208,0,"Southern, Restaurants, Soul Food, American (New), American (Traditional), Comfort Food, Burgers"
2057,poslVllAL3wvn6PdNYU5dQ,AZ,85256,1,"Restaurants, Bistros, Cafes"
2058,y3nhGBZagfj3tZe48v0pLA,NC,28277,1,"Restaurants, Tex-Mex, Mexican"
2059,kWW_EvMdS87-sXadKsqtXQ,OH,44129,1,"Restaurants, Pizza, Arcades, Indoor Playcentre, Arts & Entertainment, Active Life, Kids Activities"
2060,ZsGnt11KrZdvtuY67sxpQw,NV,89145,1,"American (New), Breakfast & Brunch, Sandwiches, Food, Restaurants, Beer, Wine & Spirits, Pizza, Burgers"
